5.5874,1.0191,3.1928,10.0777,-5.882
6.3283,0.4693,1.5481,9.2679,-7.3445
1.7326,-6.6758,-7.4955,0.495,9.9694
0.7896,-4.8209,-4.6226,0.0161,9.0787
4.0754,-2.138,-3.1166,-9.8245,-7.5455
0.4648,-5.9306,-7.6805,0.7891,7.3304
5.8129,0.2573,1.995,8.9301,-7.1405
1.072,-2.4432,-1.7125,-9.7904,-8.0435
1.1423,-1.1702,-1.49,-7.5498,-6.837
7.7631,-1.1537,0.7023,9.2159,-5.9491
-0.5,-0.8852,-3.6512,-8.7511,-7.3672
1.0667,-2.8244,-1.3461,-9.4031,-10.7621
7.0902,0.5996,1.7593,9.1951,-7.0093
-1.4648,-5.3504,-8.3497,-0.1404,8.3393
9.9357,4.9461,-4.7499,9.7187,-5.2113
1.1736,-1.4083,-3.5002,-8.4203,-10.8671
5.9741,-0.6406,-0.248,9.9485,-7.0283
6.718,-0.5119,-0.5726,10.4179,-8.3882
7.9313,4.5252,-4.862,11.484,-2.9065
0.3419,-2.1438,-3.7119,-7.9852,-8.0566
-0.6208,-6.1726,-7.3496,1.3818,9.125
1.9374,-1.8212,-2.6389,-7.9842,-9.1627
0.3544,-4.8779,-6.0245,0.117,8.0269
8.9096,4.8685,-4.745,10.7654,-3.5415
5.2259,-0.8499,-0.7406,10.6048,-6.2761
8.0991,5.3933,-6.084,10.3419,-2.544
10.3555,3.5864,-3.5252,10.0198,-4.167
-1.218,-4.6531,-8.0077,0.3039,7.0007
9.2745,3.2078,-5.1868,10.3974,-2.3663
1.3622,-1.2871,-1.6829,-9.0427,-7.1317
1.2844,-2.0605,-3.5012,-7.5526,-10.1958
0.592,-5.8879,-7.613,-0.192,6.687
-0.9158,-4.5701,-7.5464,0.2794,6.9516
1.8678,-2.7606,-2.3865,-8.639,-7.6891
-0.4611,-6.1898,-7.4749,1.4316,6.9472
6.0032,-0.3865,3.0529,9.0436,-6.0748
-0.0974,-6.0475,-9.4391,-0.4854,7.6559
-0.0101,-4.7951,-10.2454,-0.4391,8.1563
9.1959,6.5682,-2.6605,10.541,-3.917
8.7006,3.4235,-3.9633,11.6427,-5.9365
5.8301,-0.0194,0.877,9.9352,-6.5227
9.9246,4.1395,-3.4782,9.9837,-6.3114
1.2421,-5.7886,-5.5264,0.2285,8.1282
0.8801,-4.2354,-6.9246,1.1334,7.6355
-0.6662,-4.9569,-8.0702,1.3678,8.8032
-0.1069,-4.1852,-6.3488,0.9142,7.8768
-0.9961,-5.5155,-8.6712,0.1311,8.2665
10.1595,3.5821,-4.6115,9.7961,-3.4791
8.7905,4.78,-3.8868,9.529,-5.9228
0.1966,-4.0063,-10.0894,0.7052,7.9565
5.457,-0.0119,0.2451,7.3843,-7.1795
6.5859,5.8945,-3.6909,10.0276,-3.8006
-0.7595,-3.8516,-7.9821,-0.8128,8.3067
4.7468,-0.4548,1.0305,9.0847,-6.8404
2.168,-1.1955,-1.468,-7.1096,-8.6303
-0.397,-4.8748,-7.7085,-1.0312,8.8025
0.576,-0.8104,-4.1952,-7.3218,-10.1325
1.546,-1.8742,-2.0782,-7.2529,-8.2538
-1.1458,-1.3094,-4.1267,-8.0862,-7.886
5.9092,0.2805,2.3766,9.7661,-3.5602
7.8151,4.5278,-4.8608,11.2425,-5.9559
4.0036,-1.4701,3.2403,8.9045,-5.0739
6.2552,0.6752,2.1389,9.107,-6.5492
9.168,6.375,-5.0718,11.3889,-3.1608
7.7934,5.0274,-3.5897,8.9158,-3.4501
-1.1504,-0.6467,-3.0249,-8.0568,-8.5463
2.337,-0.8611,-3.1771,-7.4949,-8.066
6.9804,-1.9973,1.2844,9.303,-6.733
0.0006,-5.971,-7.0333,0.4538,10.4631
-0.8459,-5.4605,-7.5378,2.4209,7.3139
5.9284,6.0299,-4.969,11.2771,-3.0792
-0.7837,-5.2212,-6.8477,0.0982,8.0867
9.0067,4.6194,-4.8743,8.4667,-3.9236
-0.0402,-5.79,-8.5901,0.8657,10.0793
-0.0413,-2.2492,-3.7864,-8.4817,-9.0804
8.1707,3.9625,-3.1546,10.5777,-5.3157
6.3857,-0.3711,1.6764,8.1798,-6.05
9.4008,3.2902,-4.7108,9.3065,-4.0158
0.4537,-5.4023,-7.2308,-0.5617,7.8888
0.8782,-2.257,-2.1071,-8.669,-9.2576
9.1372,5.4225,-2.8644,9.2854,-3.5506
8.6621,5.0313,-4.4719,10.5322,-5.2575
5.9363,-0.4526,0.109,9.9165,-6.2919
7.0745,3.8079,-3.7921,10.9651,-3.2577
6.7161,2.3246,-3.6649,11.5042,-5.4632
0.6308,-0.4869,-3.9088,-10.0897,-9.9003
1.3759,-0.6766,-4.684,-8.6012,-9.3503
0.9653,-0.0393,-2.208,-9.683,-10.0435
2.0602,-1.6233,-3.3692,-8.7516,-9.1506
1.5095,-0.3972,-4.0032,-9.4652,-9.5338
3.789,0.0109,0.1826,8.5221,-6.9386
1.0517,-4.5876,-7.6688,0.7004,9.2562
6.3586,-0.2765,1.4888,9.7998,-6.8816
0.8964,-3.465,-7.2545,0.1523,7.9479
1.1329,-0.7488,-3.6642,-9.009,-8.4398
-0.3063,-5.3892,-7.9976,-1.9455,8.0741
5.9796,-0.1904,-0.1176,9.5468,-5.035
8.308,6.2564,-5.6509,10.2932,-4.9796
8.8979,4.0869,-5.1902,9.0509,-3.1611
0.3512,-3.6164,-8.4069,0.5148,9.4124
5.6382,0.4269,1.4564,10.5475,-7.6241
8.5313,6.6446,-2.4954,10.7041,-2.2317
6.7968,0.2956,0.0613,9.3977,-5.4233
0.5094,-6.0164,-8.705,-0.4371,7.3488
6.1051,2.0096,1.8012,9.1075,-6.1653
-0.6285,-3.8085,-7.5744,-0.9849,7.7255
0.8109,-1.9947,-1.4579,-9.6305,-9.2961
-0.3708,-1.315,-4.0982,-8.3,-11.0633
8.5454,3.7281,-3.6453,9.2924,-3.1272
6.6292,0.9063,2.3524,7.89,-6.5239
0.7668,-4.1755,-9.6573,0.6807,8.4597
10.6831,4.8274,-2.9708,10.4106,-4.3811
5.2439,-1.5274,1.0235,7.7156,-5.7319
0.4888,-0.3282,-2.7229,-10.0729,-7.8596
7.6022,3.8407,-5.3803,9.0058,-5.6853
0.0333,-6.2219,-9.0491,1.7021,9.4006
-0.1948,-1.4027,-0.8987,-10.2016,-6.2815
6.5752,4.4603,-4.2779,8.2244,-4.8169
-2.5728,-1.8625,-2.6419,-9.5517,-10.4671
9.0766,5.8869,-5.3555,9.8747,-3.2433
6.0529,0.5943,0.7701,11.2235,-6.5885
5.9816,-0.1254,1.1371,10.1213,-4.7652
9.0231,6.757,-5.0573,12.6532,-4.4909
0.0571,-1.1949,-2.5305,-8.6761,-8.8942
-0.9484,-6.6506,-7.0586,-0.4812,7.7354
4.883,1.4624,2.5866,10.3872,-6.6881
4.8247,0.9756,0.2317,9.577,-4.3488
-0.2438,-0.7927,-2.3716,-8.2314,-6.4022
7.3594,3.3899,-4.5063,9.0749,-4.1993
5.0182,-0.1511,1.3565,9.7102,-7.3519
7.0152,4.4577,-4.5126,10.1069,-3.5089
-1.064,-2.8657,-6.9792,-0.6195,7.9805
9.3947,6.0162,-3.143,10.2763,-5.083
-1.3361,-4.865,-11.2897,0.1839,7.5362
9.6967,2.6554,-5.1255,11.6582,-4.6649
1.0209,-5.1351,-8.9752,1.772,9.7004
-1.0825,-7.0387,-8.1331,-1.6164,7.7887
9.6129,4.4284,-2.8616,10.9315,-4.976
1.5171,-5.7198,-5.0276,1.0284,6.08
2.4408,-4.0815,-6.9313,0.5716,8.8991
2.4672,-0.3933,-3.6121,-8.1742,-9.6273
8.854,5.25,-3.4883,10.5649,-3.2708
-0.6456,-4.9862,-8.3786,0.3624,7.0491
5.8586,0.7954,-0.3169,9.9079,-4.7461
0.5155,-1.4097,-4.1581,-7.4263,-6.5104
1.2042,-1.1715,-2.0832,-7.9737,-9.2703
1.2421,-6.6369,-7.7415,-0.0351,6.5161
0.8098,-0.7426,-2.8229,-7.4303,-8.691
9.4679,6.251,-4.0241,10.7574,-5.8445
-0.9089,-0.9292,-2.5036,-8.1627,-7.9136
1.6118,-4.569,-6.3623,1.7826,8.7636
-0.6759,-1.6919,-3.8103,-7.1889,-10.4774
0.7961,-2.3993,-2.6321,-7.8447,-7.4434
1.3387,-2.2623,-2.8541,-7.4431,-10.2437
9.6171,5.6075,-2.8766,12.0388,-4.2586
6.3204,-0.5541,-0.5438,8.2476,-5.7781
1.1313,-0.4822,-1.3965,-6.6739,-8.2899
1.3196,-4.2782,-8.7851,0.2774,7.0185
-0.321,-4.6501,-8.1137,-2.2984,7.0404
0.0546,-4.6847,-9.2168,0.8753,8.7636
-0.3764,-5.1943,-8.8607,-0.836,8.9383
2.5698,0.1199,-2.4257,-7.3221,-9.4238
-1.4767,-1.8399,-3.5696,-8.8079,-9.6709
9.117,4.6244,-3.9524,10.8847,-4.366
1.8936,-5.1795,-6.8687,1.9677,10.4815
1.0788,-1.0761,-2.0948,-7.6135,-8.6274
4.6459,-0.4541,1.103,8.1251,-6.6808
7.5477,0.4095,1.61,8.8672,-7.5431
9.302,3.69,-5.2653,9.504,-3.2911
6.7021,-0.0933,1.3314,8.241,-8.4271
-0.6291,-4.8299,-8.6502,-1.5315,8.7927
-0.7071,-4.1603,-8.4159,1.154,7.1241
8.2529,4.2623,-4.7791,12.4648,-6.1772
7.3357,1.2561,1.1763,9.4237,-5.0192
7.2638,4.7653,-4.5794,10.5947,-5.429
1.7745,-0.7354,-1.946,-9.1383,-9.135
2.5074,-0.5182,-2.8841,-9.9846,-9.9567
1.7041,-1.7586,-3.7804,-7.2957,-9.7674
8.1069,3.0881,-3.5975,9.0477,-3.605
-0.9737,-4.8379,-9.042,0.4799,9.2905
5.5001,0.8392,1.4492,7.8506,-5.9468
2.2921,-1.411,-2.8137,-8.7225,-9.1995
-2.0587,-5.8821,-6.7969,1.1418,6.6603
6.3441,-0.4069,3.6876,9.1748,-4.5845
8.6777,4.687,-6.243,11.3854,-3.8792
6.4349,-1.4584,0.8944,7.2814,-4.8382
7.4073,1.277,1.6456,7.8102,-5.236
6.7687,-0.4034,1.7949,8.8511,-6.4285
6.5793,-0.6155,2.4089,7.329,-5.7169
1.397,-4.3883,-9.1513,-0.0276,7.3516
9.0591,3.5874,-4.0441,6.8972,-2.8403
0.5705,-0.0359,-2.929,-7.4004,-9.0388
5.8426,-0.7339,0.2623,9.4046,-5.4068
7.405,1.5634,2.3216,9.4508,-4.7121
-0.5641,-0.7612,-1.289,-9.7493,-7.7993
4.2928,0.3592,1.635,8.5946,-5.2269
-0.3586,-3.9319,-8.4072,-1.3627,8.3378
2.6726,-1.1234,-0.5607,-7.4236,-8.958
7.883,4.5769,-5.2646,10.215,-5.2423
6.4141,-1.4418,0.8245,8.1311,-6.245
1.1054,-1.406,-2.5253,-6.5236,-10.1977
0.772,-2.3199,-2.3706,-7.3901,-8.6694
7.3844,-0.5193,1.1028,8.8507,-6.6484
8.0943,1.6214,-3.6033,9.3327,-2.81
4.5684,0.3322,1.3255,10.3493,-6.8051
0.3465,-5.4591,-8.3176,0.2588,7.9135
2.4901,0.2213,-3.8669,-7.6463,-9.5028
9.0575,5.9897,-5.1167,9.855,-4.8668
6.4881,-0.5121,1.2739,7.8192,-6.1521
0.1796,-1.4294,-0.9802,-6.8844,-7.6725
9.1567,5.4957,-3.5762,10.0972,-2.1222
-0.1209,-5.363,-8.8724,0.3338,9.0427
8.0835,-0.3855,-0.1334,8.6458,-5.2794
1.5501,-1.4255,-2.9435,-9.9666,-10.1296
2.8912,-0.1539,-3.4029,-8.0126,-10.9612
1.4287,0.398,-2.1934,-8.5465,-9.2517
-1.0747,0.4405,-3.0782,-7.9374,-9.0293
0.3145,-4.7324,-9.1188,1.8393,7.575
-0.6615,-4.4246,-9.0777,0.0418,8.2454
2.3612,-1.8798,-2.0451,-8.5354,-9.3499
-0.6124,-5.8353,-7.1451,-1.6988,8.7599
5.6311,-1.5777,2.8762,10.0092,-9.1988
8.7085,3.9828,-4.2264,11.8561,-4.3847
6.532,-1.2986,0.8846,9.8423,-4.678
6.4685,0.4672,0.3668,11.7297,-5.2125
6.3311,-0.3681,0.9985,10.9898,-6.3595
-0.3888,-4.453,-7.7682,-0.5395,7.3312
7.824,4.2938,-4.7676,9.9603,-3.1415
7.7304,-1.0124,2.2124,9.2714,-5.5725
6.6616,1.546,1.0789,9.8855,-5.5709
11.4222,5.3523,-4.4837,10.2287,-5.9977
7.6683,4.1584,-5.6459,11.4109,-3.6767
8.4282,7.2991,-4.9223,9.2309,-4.257
5.3544,-0.1431,1.8811,8.3965,-6.6156
1.6793,-0.5783,-1.8312,-7.2167,-8.8265
1.6621,-2.0387,-3.2392,-9.3085,-7.8112
5.1373,-0.6535,1.7819,9.5178,-4.7292
7.5948,4.4471,-4.0529,11.3158,-4.062
8.6999,3.7083,-4.945,9.5776,-3.7872
10.6155,4.7598,-3.9083,10.1975,-3.9213
9.1433,4.0766,-4.535,11.803,-3.9499
1.5452,-3.9048,-7.8911,-0.8103,9.2292
5.6079,-0.9335,1.7752,10.3509,-6.7875
1.3109,-4.5131,-6.3894,-0.4204,9.3047
0.51,-5.6524,-8.4101,0.9708,7.8487
1.0094,-2.3539,-2.1447,-7.4377,-8.5106
0.4574,-0.9722,-2.8063,-8.5143,-8.4811
7.3301,-0.5573,1.0488,7.5466,-6.033
6.2549,-1.493,0.4843,9.3844,-6.6574
-1.839,-5.5288,-7.0676,1.8414,9.7064
1.0029,-5.301,-8.9981,1.7717,8.0297
0.18,-5.6108,-6.5608,-0.689,7.7198
0.2113,-6.2834,-7.8663,1.521,7.6842
-0.2395,-0.1578,-2.9368,-8.6228,-9.5676
6.3093,0.3787,1.9047,8.7859,-6.1103
2.6087,-1.8514,-3.2049,-7.8441,-9.8005
7.2429,5.1736,-3.6395,10.8655,-3.7154
7.5492,4.3041,-5.217,10.013,-4.6261
-1.2135,-4.5675,-8.7431,0.4395,7.8885
1.6935,-6.1206,-7.4962,0.8751,9.1401
3.2428,-1.5509,-2.7172,-11.0474,-9.3523
9.2829,4.5061,-4.2051,10.0943,-5.4189
-0.5383,-4.0985,-8.7492,1.6082,6.7718
5.0069,-1.9881,1.926,9.3449,-5.9436
6.0506,-1.0075,0.1669,8.6593,-6.1879
2.4753,-2.3091,-1.3035,-8.7332,-8.6948
1.0704,-4.5082,-7.2381,0.2649,8.1912
0.6072,-2.2257,-0.8669,-7.6011,-8.291
8.0283,5.6841,-3.0485,10.7329,-4.9565
1.3161,-1.1888,-2.0916,-8.5084,-7.4816
1.9983,-1.5459,-4.3362,-7.3599,-8.6291
1.072,-2.0693,-3.4141,-9.0042,-9.9217
0.133,-0.861,-4.4173,-8.3951,-10.1071
-3.1729,-5.5311,-9.329,0.324,8.8981
4.8083,-1.8917,0.9331,10.7156,-5.8367
2.1522,-4.8874,-8.4252,0.7487,9.0132
-0.5488,-5.2745,-6.1891,-0.8999,7.1534
8.6467,3.9948,-4.6769,10.0564,-4.174
7.1953,4.7023,-4.2686,8.0702,-5.6705
-1.3842,-5.2541,-8.5331,-1.1726,7.1407
5.0311,-1.6511,0.7638,9.1434,-7.9526
8.7616,3.3277,-4.1946,10.6013,-3.8049
7.8155,0.069,1.1138,8.9058,-6.7398
-0.1433,-4.9813,-6.8055,0.3649,8.1487
6.1495,0.2506,2.336,9.1653,-5.1693
6.3867,-1.726,0.7683,10.1594,-6.747
8.4487,3.798,-3.8873,11.6899,-3.3924
1.4209,-2.5567,-2.1917,-8.6095,-9.0402
0.106,-1.3881,-3.6321,-9.2067,-9.5772
9.351,4.1807,-4.7828,10.0598,-2.5711
-1.0137,-5.2276,-6.7887,0.4061,9.4843
0.3025,-5.8469,-7.4318,-0.3634,8.7972
8.0559,5.9702,-5.6985,9.7299,-4.4168
6.0814,-2.2652,1.4237,8.4559,-7.4676
6.2329,-0.5139,-0.5543,9.5282,-6.528
0.3058,-4.2315,-7.7795,-1.3157,6.4452
9.6226,6.4937,-4.4921,10.1448,-3.1588
9.9089,5.6661,-4.5283,11.5417,-5.614
5.9353,-1.9904,0.0973,9.2053,-5.0333
-2.0652,-5.7707,-8.4433,0.3765,8.2572
1.0257,-4.7651,-9.6964,-0.7296,7.9298
8.4222,3.9019,-3.8455,9.2612,-5.8279
9.0474,3.7134,-6.7021,10.4154,-4.7632
-0.4297,-5.9314,-8.3771,1.4928,7.998
-0.6012,-4.4215,-5.31,-0.7708,7.3653
5.4576,-0.4772,1.4144,9.9321,-6.6411
-0.9328,-5.3904,-7.0714,1.5069,8.4786
-0.2927,-2.1924,-2.5281,-8.5679,-8.8947
8.7845,5.544,-2.8592,9.7995,-3.4274
0.5522,-4.3382,-8.7639,-0.046,7.9765
5.8804,-1.0181,2.5736,9.5408,-5.154
7.3727,-0.3273,0.5118,8.7359,-6.9096
1.201,-1.3445,-2.3001,-8.5551,-8.7768
-1.3537,-7.396,-7.7015,1.3105,8.2526
0.0353,-5.2339,-5.8702,-0.9667,8.4134
5.713,-0.996,1.0954,8.596,-5.9927
1.1492,-4.9791,-8.7267,1.0011,6.1077
5.8094,6.5316,-3.0844,10.0998,-5.0992
7.9987,3.906,-4.3591,9.3399,-6.113
0.4216,-0.3588,-3.4134,-10.4741,-9.9351
0.3366,-2.519,-1.6789,-8.9816,-9.749
6.5321,-1.2477,1.2614,9.5123,-7.4732
8.7905,4.2481,-3.543,10.6832,-5.5872
8.0747,4.377,-3.5163,10.4035,-4.502
-0.6526,-5.6003,-7.1173,-0.4148,9.3765
5.2331,1.8432,2.1466,9.6128,-6.2899
-0.5849,-3.7857,-7.9421,-0.471,8.9439
4.7935,-0.2405,-0.3561,8.7749,-6.5653
1.2057,-2.6196,-2.8355,-10.8475,-7.5933
9.0201,6.537,-4.8415,10.4624,-4.5849
0.4027,-5.0248,-8.792,-0.4641,9.8469
1.5586,-0.6365,-2.1023,-7.219,-8.3553
-1.1357,0.6223,-0.7158,-10.3549,-7.7353
7.6779,2.2624,1.4442,9.5968,-7.0198
0.8273,-4.8601,-9.7032,0.8621,5.4498
5.3353,0.9499,1.9229,9.7112,-5.1563
8.111,4.108,-3.868,10.4999,-4.2332
0.5628,-1.3219,-0.9821,-9.7384,-9.962
-0.9183,-3.081,-7.3754,-0.2465,9.2932
8.1479,3.4111,-6.0222,9.2513,-3.7329
8.3332,-0.8319,1.5224,8.4991,-6.3756
0.1599,-4.5366,-7.5839,-2.0518,8.126
4.9746,-2.141,-0.6069,8.6517,-6.7768
9.8321,4.8268,-4.6001,10.8593,-5.5234
5.1539,-0.1293,1.1597,9.9824,-6.9704
9.7427,4.4609,-3.6114,9.6198,-5.1973
6.2597,0.3794,0.1227,8.902,-7.0503
0.0836,-5.4704,-8.9609,0.7826,8.9255
0.7902,-1.8304,-2.4236,-10.1269,-6.8536
7.809,3.7702,-4.2561,10.7929,-3.9615
10.5087,5.1614,-4.208,12.0743,-2.6185
2.7519,0.3345,-1.9056,-8.32,-7.5007
1.539,-1.0516,-4.3099,-9.0595,-8.4525
0.8523,-1.8845,-1.0914,-7.7422,-9.4489
0.0829,-4.6153,-8.95,-2.2636,9.6043
6.894,0.1205,-0.2643,8.2592,-6.4649
0.9692,-6.7963,-6.9327,0.7244,8.5237
7.9199,2.141,-4.0001,9.6484,-5.3425
2.5016,-1.1463,-2.041,-8.746,-9.3244
1.2396,0.0248,-1.9632,-7.9738,-10.0129
0.682,-6.2627,-7.6403,-0.7747,7.4467
5.9943,-1.7791,0.7712,8.4631,-6.4262
0.8994,-3.6306,-7.7398,-0.7407,8.0031
9.1344,5.5448,-4.0056,10.2646,-3.3473
1.8116,-1.4764,-1.4849,-7.1567,-8.27
0.1563,-5.345,-7.3533,-0.6022,9.0517
0.6935,0.8927,-2.3056,-8.5875,-8.112
1.6377,1.2054,-4.5224,-8.1417,-6.92
9.0441,3.9567,-5.74,9.6875,-4.8288
1.3022,-1.0719,-0.6759,-9.084,-6.9672
8.5816,5.5516,-3.89,9.2669,-4.8707
8.2496,1.228,2.3987,8.453,-6.0017
1.4657,-0.0722,-1.9449,-6.7294,-8.554
6.1362,-0.1942,0.2339,9.2957,-6.0049
0.4172,-3.9774,-6.5693,1.2527,8.805
9.3591,5.4371,-5.2666,8.7066,-3.1471
0.2787,-5.9483,-8.133,0.3339,7.7878
8.3037,-0.3574,1.1412,8.3389,-7.929
7.569,5.5744,-4.1231,9.3512,-4.7768
-0.342,-4.0221,-7.8067,1.4957,6.9818
10.0657,5.154,-3.5882,12.2028,-4.5999
1.4933,-1.1562,-2.2662,-6.655,-8.5074
2.542,-7.1091,-7.8197,-1.5769,7.161
-0.7955,-4.6929,-8.0665,-0.5164,6.2963
-0.3306,-5.2848,-9.0532,0.0987,10.4153
9.4948,3.1574,-6.285,10.7163,-4.0864
-0.2949,-3.9701,-7.8698,0.0482,7.8094
8.9083,4.7847,-3.2222,11.3853,-4.1132
9.7116,4.9666,-5.0523,10.5852,-3.4278
8.3959,-2.4476,0.8996,10.5203,-5.7551
-0.1341,-1.231,-0.4335,-9.0438,-8.8415
1.8303,-4.1384,-9.0995,-0.3637,8.0748
6.1222,0.0444,1.6606,10.5695,-5.4172
2.4516,-1.699,-1.0328,-8.2261,-7.7052
3.1129,-0.24,-2.0754,-8.6087,-8.7104
4.4859,-1.4045,-1.2253,9.6499,-6.8027
9.526,5.6984,-3.0316,9.2782,-3.3168
0.5713,-2.4881,-3.6597,-8.6307,-7.428
10.3981,3.4075,-4.1103,9.8159,-3.286
0.0575,-4.3184,-5.6958,-0.7936,9.3723
8.1133,4.5578,-5.3899,10.5514,-4.6175
10.7388,5.4367,-5.7383,9.6358,-4.1633
8.6377,4.8753,-5.9963,8.9432,-5.1517
-0.0322,-3.2752,-9.0011,1.0228,7.5117
1.31,-5.7491,-7.0149,-0.5123,8.6856
8.9145,4.2249,-3.5936,10.0118,-3.2235
0.9804,-0.455,-3.5547,-7.6133,-9.5464
-0.8514,-3.4243,-9.3576,-0.3383,6.4694
0.5213,-4.8876,-8.8479,0.3258,7.7301
3.0466,-3.1891,-2.7736,-6.4147,-7.6007
7.1191,-0.9785,-0.0482,9.5287,-5.6137
0.6142,-2.9538,-8.7518,0.7877,7.5313
8.6766,3.1369,-3.6017,10.5298,-4.5542
6.0246,2.5506,-6.5559,10.0711,-4.5652
0.5609,-6.1439,-8.7032,0.6931,8.1267
-1.7299,-5.9031,-8.7636,2.326,8.1747
8.2283,5.3095,-4.6432,9.5494,-3.204
9.4547,5.1325,-3.2629,10.6795,-4.9682
9.0434,4.1051,-3.4945,8.6045,-4.3949
8.7045,6.8992,-4.567,10.3606,-3.5956
2.0235,-0.9701,-2.2535,-7.1008,-9.6783
0.3428,-6.3049,-7.248,0.0634,7.8774
6.3032,5.1798,-5.3163,11.3184,-4.469
4.7177,-0.5232,1.4712,8.8186,-7.6606
1.0622,-0.7692,-2.1938,-9.9147,-10.0402
7.6785,4.226,-4.0343,10.2037,-3.672
5.6735,-0.3651,1.9464,9.6752,-7.2043
-0.3372,-5.2429,-9.1971,-1.6227,7.3425
7.6912,4.7382,-3.5816,10.7926,-4.1859
-0.056,-4.9842,-9.1119,-0.7679,8.3476
-0.4283,-4.2208,-7.973,-0.1265,7.8523
-1.1571,-0.625,-2.6255,-10.3417,-9.1877
0.5691,-2.7746,-2.191,-7.1796,-8.5749
1.3337,-0.8034,-3.359,-9.3107,-7.9509
0.6091,-2.4277,-2.096,-7.9345,-8.5997
0.4215,-5.5,-9.4244,0.6631,8.9142
2.7601,-5.9421,-8.4161,1.5988,8.0763
7.7379,3.7434,-2.6286,11.1613,-4.7589
-1.0479,-0.4511,-3.0709,-7.4246,-7.784
7.2624,4.9689,-4.7474,9.548,-3.4892
0.327,-5.0861,-7.9494,0.4003,7.9442
2.0401,-1.8556,-3.6372,-8.2189,-9.9677
7.6621,2.5988,-4.4317,10.4766,-1.9087
