-8.6724,-5.7123
-2.3026,0.5762
-8.646,-5.9353
-7.0947,-5.0291
3.1239,8.9727
-9.6196,-7.566
-9.859,-5.7479
-7.9866,-6.921
-0.2769,-1.0284
0.9613,8.0625
1.673,10.1922
-1.7627,-0.3389
-1.1087,-1.1878
1.4429,8.2141
-0.115,1.0573
0.0172,8.2135
1.0933,7.3018
-8.164,-6.4713
0.7482,7.6308
2.3989,7.3393
-0.3558,-0.6111
1.5459,10.1183
-0.2534,-1.3555
1.936,7.2981
1.3875,7.7765
2.0283,7.7113
3.1869,11.6068
-8.7237,-6.3137
0.0941,-0.882
1.4404,10.7747
-7.4266,-3.9541
-8.385,-4.8105
2.9337,11.1535
2.4206,10.0436
1.457,6.7911
-8.4884,-5.7185
0.5048,7.0755
-6.2128,-6.3973
-0.8004,0.3768
-1.176,-0.6867
-7.1255,-6.7929
1.154,7.5393
3.5767,9.4186
-8.8715,-4.9752
1.0183,10.5984
-3.2878,-0.8011
2.6549,8.6656
-6.9558,-6.2002
1.5623,6.7942
-1.6739,-0.2129
-7.8387,-7.796
-1.9907,-1.7009
-1.7262,-0.2257
-1.9252,-1.7435
0.1336,6.6208
2.1747,9.8584
-8.7134,-4.351
0.992,6.2836
2.7798,9.0561
2.9569,7.5769
0.6606,6.1478
1.8759,9.8116
-8.5568,-6.031
-7.7276,-7.1493
1.8026,9.4031
-1.2461,-0.3005
-6.6927,-5.761
2.403,9.5213
2.4318,11.0571
-7.3076,-6.7443
-1.4992,-0.7225
-9.9762,-6.3575
-7.1259,-3.8152
1.1554,8.1104
2.2482,11.363
-9.6427,-5.6222
2.8433,8.4526
1.2422,7.1968
-7.8864,-4.8514
-1.3494,-1.619
0.4571,-0.441
1.1485,-1.3672
2.3425,9.8691
-0.282,-1.5722
2.0396,9.4044
1.2415,6.5695
0.9921,5.3904
-5.7114,-6.4004
0.5086,8.273
1.096,10.8389
1.6983,8.4533
1.9432,7.8952
2.1096,6.1812
1.3001,7.3744
0.7983,7.1847
1.252,8.5668
1.3135,6.8073
1.0614,8.9906
2.9497,9.2315
-1.0345,-0.558
-1.0232,-1.1119
0.6504,7.9183
2.2235,7.1656
1.363,6.8538
1.3349,7.0991
-1.4767,-2.366
0.8219,10.04
-1.6599,-0.922
1.8754,6.5314
-0.9035,9.694
-8.9092,-4.137
-8.2551,-5.9874
-1.45,0.308
-8.4964,-4.9324
0.8727,5.8297
2.3941,5.6964
-6.7469,-6.1164
1.7233,8.7623
1.2108,6.5782
-7.6653,-4.707
-1.0645,-1.4984
1.7382,10.7332
2.855,10.4809
1.282,10.0012
-6.3408,-6.5028
-1.5401,-0.7443
-1.562,-1.7417
-1.566,0.4246
-7.569,-6.2774
0.8874,6.9252
0.3431,-2.1458
-2.5521,0.4586
1.9119,8.0043
1.8153,6.9791
0.9041,9.6997
-8.3077,-4.4791
-2.5578,-0.9796
-10.1791,-5.0325
-7.9826,-4.4196
-7.1809,-7.3905
-7.8493,-6.1474
-6.8225,-5.7607
-9.6969,-5.9545
1.5657,7.9213
1.7008,7.2028
-0.3294,-1.7021
-1.9379,-1.5342
-2.1491,-0.9279
2.8813,7.0489
-0.1251,-2.1821
3.0051,9.1952
2.5499,8.6305
0.8083,7.5819
-7.9807,-5.5666
2.4547,6.581
-7.8759,-5.7464
-2.4645,0.5662
-8.2681,-4.1046
-1.6422,-0.2662
-0.4521,7.7755
2.2307,8.657
-7.1966,-6.1742
-2.504,-1.3433
-8.2376,-6.1262
-6.79,-6.6213
2.6469,10.407
1.3299,5.1364
-1.9929,-0.5472
-7.7951,-5.005
0.0601,7.0471
3.3511,7.6418
1.06,7.3473
2.282,9.7928
2.6537,8.5112
-1.2428,-2.569
-7.4026,-5.0422
-7.6424,-5.1864
1.0005,6.7273
