6.8633,1.5805,10.3136
-4.0093,0.0141,7.5938
-8.2455,6.2645,-4.2291
-8.6865,7.3775,-2.3925
-3.4889,0.1616,8.1894
-8.636,-5.2534,-11.3086
-9.1577,-6.2718,-11.541
-1.7946,-0.2027,6.5449
-7.4189,-2.6068,-10.4402
-2.1573,0.0654,8.7597
-8.8824,7.0709,-3.007
-8.3849,-6.5038,-9.8001
-7.7303,6.0223,-2.4073
-7.8591,-6.4628,-9.1216
-2.3692,0.7004,8.9862
-7.9911,-4.788,-12.2261
-7.8183,8.251,-3.7108
-9.423,6.2877,-2.306
-7.6489,-6.1913,-8.282
-6.4988,5.4294,-3.9964
-8.105,7.3815,-2.8106
10.5715,3.1174,9.5744
-7.2029,-6.0292,-11.685
8.3531,3.278,9.36
-7.3366,7.98,-2.9809
-8.5901,-4.4791,-9.7791
-3.3349,1.3069,9.2784
9.2742,3.2476,9.1992
-1.84,0.6944,9.1536
-7.6557,-4.4678,-9.7738
-8.5223,-4.0698,-8.3857
-8.4856,-2.4741,-11.0779
-7.9896,-4.9841,-9.8503
-4.7766,0.9233,8.0821
-8.753,5.6879,-2.2564
-7.381,-5.4408,-9.1362
-4.0853,0.0749,9.0248
-8.2977,5.6508,-1.9079
10.753,1.8946,8.6476
-7.8811,-5.6371,-10.3112
-9.2215,-4.8985,-10.7055
-3.2649,-0.2186,8.0801
-5.0536,0.7339,8.6049
-3.1151,0.5545,8.9995
-8.185,6.621,-2.2685
8.5907,3.7943,9.7503
-7.8007,5.0792,-1.4888
-9.9022,6.2359,-1.9837
7.805,4.2597,5.9789
-10.8432,6.9817,-2.3758
-9.4819,-5.1135,-10.3657
-9.2837,7.3174,-1.2644
-9.1137,-5.0614,-9.7014
-7.0405,-5.5019,-9.1914
-6.7022,6.3766,-3.3837
-4.0572,0.3745,6.6143
-7.3648,-6.4413,-9.5516
-3.4063,0.3351,5.8249
-3.0897,0.0568,8.3673
-3.4202,-0.1314,7.4246
-8.0609,-7.1149,-10.494
8.2418,1.7771,8.4078
9.439,1.2484,7.8325
-8.2787,8.8186,-1.4867
-8.0687,-4.8182,-11.0198
9.7987,1.9828,7.7988
-8.8255,7.6651,-2.3571
-8.2349,-5.2151,-8.7311
7.9538,4.6379,9.6775
-7.2755,6.3737,-4.2165
8.7418,3.4739,10.5009
-2.0559,-0.3342,9.5155
-3.835,-2.6937,8.8667
-7.9932,6.8468,-4.0509
-8.4743,7.0751,-1.4874
-9.5699,7.3776,-3.888
10.4603,0.8887,10.0559
-7.3306,-5.205,-10.3904
9.5269,4.186,8.6544
-5.9565,-4.4408,-10.797
-3.2141,-0.4234,8.3475
-2.5073,1.5793,8.9964
-9.4471,6.1151,-2.7426
-2.9715,-0.041,8.6807
-9.612,-4.7794,-9.6469
-8.4653,5.7844,-2.8544
-8.7521,-4.5644,-11.3806
-2.5655,1.0841,9.0122
-10.2197,6.5833,-2.9661
10.613,4.8986,9.4474
9.7826,2.2349,8.1907
9.0795,4.3588,10.0862
-2.932,0.8482,7.4848
8.1076,3.5738,10.5435
8.207,2.6857,9.0365
-9.4051,-4.5591,-11.0092
-7.7685,7.2149,-2.6904
9.8265,2.7608,9.5668
8.77,4.2533,8.9031
10.0112,0.8314,12.0117
-8.1393,-4.4067,-9.6269
-8.8741,-4.1313,-10.5189
9.0842,1.8053,9.411
-9.9765,-4.4472,-8.2662
-10.3907,7.5663,-4.9695
8.5192,3.0071,10.9105
-2.2204,2.2272,8.7924
-2.903,-0.1137,8.7112
-9.7782,6.5167,-1.7681
-9.4663,6.6666,-1.1208
-6.1705,-3.9246,-10.0659
-7.7089,-5.5034,-11.5953
-7.97,-6.9625,-10.8957
8.7932,4.1017,10.0598
-9.0363,7.8192,-3.3687
-8.0143,7.2562,-3.5767
-3.3819,2.5101,8.4057
-8.4915,6.8394,-3.0483
-7.6586,-5.1222,-9.244
-8.1641,-4.9843,-9.338
-2.4038,0.5519,8.3353
-2.6349,-1.8006,7.1461
9.2755,2.5883,11.0316
10.3403,5.1695,9.7885
-4.3461,-1.0391,8.0941
-9.2021,5.6621,-1.1218
-4.9906,1.345,9.8357
-8.1315,5.3195,-1.8507
-9.4662,-3.4158,-9.0048
-8.9786,-4.6459,-10.8714
-1.9806,1.3285,7.5579
-3.5149,0.5861,8.7922
-8.5181,-5.1189,-11.5395
-9.1202,7.9515,-2.0236
-4.225,-0.8983,8.3627
-3.6626,1.5214,8.0092
8.5791,3.1529,9.7957
-9.6417,5.0464,-2.7145
-5.2296,-1.9057,7.7107
9.6552,4.4796,8.715
-9.2668,5.7065,-4.0256
9.1031,1.6713,9.4673
-4.2342,2.1715,8.8044
-2.2183,1.3166,8.1152
-9.3327,7.3723,-2.0579
-7.6203,7.4161,-2.4902
9.1212,1.8437,9.3619
-7.6569,-5.9739,-9.3689
-7.9666,4.8235,-4.18
-4.6851,1.6414,8.5731
9.6669,2.632,9.9286
-7.4462,7.5906,-1.0614
-3.3446,0.282,8.7694
8.7732,4.0165,10.425
-8.5212,6.048,-2.8614
-8.7508,6.3569,-3.4226
-9.7573,-3.3813,-11.2241
7.9052,1.4368,9.001
-6.6546,-5.9235,-6.9296
-7.8382,6.0103,-2.8179
7.9503,3.9227,8.5103
7.8974,5.2825,9.8923
-8.6943,5.7372,-1.5007
8.6213,3.516,9.0227
-3.9446,0.3504,8.1115
-3.1793,-0.1344,10.7954
-2.5133,-0.3524,9.7686
8.5843,3.1598,9.4556
-9.7318,-3.7502,-8.6474
-3.9817,-0.6196,7.3368
-7.7022,6.547,-2.0059
-9.2515,-3.8416,-9.0304
-5.0166,-0.6064,9.5601
-3.9342,2.222,7.6334
8.7956,3.3693,8.9458
-2.6434,-0.5461,8.1644
-10.7249,5.9276,-4.408
-1.015,-0.9086,7.496
-3.5771,0.7188,8.2969
-7.8703,-4.7297,-11.0245
9.0934,3.1486,7.7832
7.3878,4.7451,8.6092
-2.5374,-0.6642,7.4933
-9.4086,5.6037,-1.7533
-7.3992,5.533,-2.6093
-8.8399,-5.9704,-9.0459
-8.9217,-7.663,-9.0351
-2.9048,0.2102,8.4737
-8.6995,-6.3083,-9.0325
-2.6066,0.4514,6.7304
7.6757,3.7686,9.1784
-8.5076,6.2639,-3.0607
-9.3839,5.3023,-4.699
-9.1501,7.662,-3.2904
9.9134,2.0529,9.9689
8.1999,1.5507,9.737
-5.1728,-0.7069,7.273
-9.5425,-4.6761,-8.3935
-4.5456,2.0448,10.5396
-7.5348,-5.1416,-9.4277
-9.6397,-7.4927,-9.8125
8.2523,2.7884,8.8501
6.6466,3.9795,8.5843
9.5805,1.8944,10.1536
-4.0839,-0.7468,9.6706
-8.2114,6.7519,-4.0142
9.6685,2.5644,11.5752
-8.383,-5.0838,-11.5401
-4.3521,-2.83,7.6394
-1.7445,-0.2542,8.2196
-8.0183,7.3561,-1.8285
-2.2651,0.4441,8.8001
-2.3334,0.593,6.4426
-3.3539,1.3379,7.1363
7.9409,2.3142,10.5189
-7.6651,-5.5456,-10.5548
-4.7893,0.7174,9.269
6.5855,1.402,10.5214
-6.0333,6.7573,-1.2567
-3.5233,-1.1819,8.3315
-3.6835,-0.2184,8.6616
-9.98,-5.481,-10.5531
-3.2174,-0.8855,10.6687
8.3966,3.8331,9.1731
-2.7635,-1.1703,9.6065
9.0979,2.544,10.0402
-1.9185,0.4606,9.0117
9.6362,4.9299,8.4557
-9.6304,6.131,-1.5261
-3.0249,-0.1012,8.7618
-3.5408,1.1177,7.5613
-3.0455,0.6683,7.7639
-4.1305,0.5296,9.6667
-2.3762,-0.0165,8.491
-1.1668,0.7647,8.7681
-8.4816,5.8017,-1.9629
-8.911,4.2773,-1.7772
